Mod:Item:MetaData, Localized Name
extratrees:fence.gates.iroko:0, Iroko Fence Gate
extratrees:fence.gates.fireproof.iroko:0, Iroko Fence Gate (Fireproof)
extratrees:fence.gates.locust:0, Locust Fence Gate
extratrees:fence.gates.fireproof.locust:0, Locust Fence Gate (Fireproof)
extratrees:fence.gates.eucalyptus:0, Eucalyptus Fence Gate
extratrees:fence.gates.fireproof.eucalyptus:0, Eucalyptus Fence Gate (Fireproof)
extratrees:fence.gates.purpleheart:0, Purpleheart Fence Gate
extratrees:fence.gates.fireproof.purpleheart:0, Purpleheart Fence Gate (Fireproof)
extratrees:fence.gates.ash:0, Ash Fence Gate
extratrees:fence.gates.fireproof.ash:0, Ash Fence Gate (Fireproof)
extratrees:fence.gates.holly:0, Holly Fence Gate
extratrees:fence.gates.fireproof.holly:0, Holly Fence Gate (Fireproof)
extratrees:fence.gates.olive:0, Olive Fence Gate
extratrees:fence.gates.fireproof.olive:0, Olive Fence Gate (Fireproof)
extratrees:fence.gates.sweetgum:0, Sweetgum Fence Gate
extratrees:fence.gates.fireproof.sweetgum:0, Sweetgum Fence Gate (Fireproof)
extratrees:fence.gates.rosewood:0, Rosewood Fence Gate
extratrees:fence.gates.fireproof.rosewood:0, Rosewood Fence Gate (Fireproof)
extratrees:fence.gates.gingko:0, Gingko Fence Gate
extratrees:fence.gates.fireproof.gingko:0, Gingko Fence Gate (Fireproof)
extratrees:fence.gates.pinkivory:0, Pink Ivory Fence Gate
extratrees:fence.gates.fireproof.pinkivory:0, Pink Ivory Fence Gate (Fireproof)
extratrees:fence.gates.banana:0, Banana Fence Gate
extratrees:fence.gates.fireproof.banana:0, Banana Fence Gate (Fireproof)
extratrees:doors.apple:0, Apple Door
extratrees:doors.fig:0, Fig Door
extratrees:doors.butternut:0, Butternut Door
extratrees:doors.whitebeam:0, Whitebeam Door
extratrees:doors.rowan:0, Rowan Door
extratrees:doors.hemlock:0, Hemlock Door
extratrees:doors.ash:0, Ash Door
extratrees:doors.alder:0, Alder Door
extratrees:doors.beech:0, Beech Door
extratrees:doors.hawthorn:0, Hawthorn Door
extratrees:doors.banana:0, Banana Door
extratrees:doors.yew:0, Yew Door
extratrees:doors.cypress:0, Cypress Door
extratrees:doors.fir:0, Fir Door
extratrees:doors.hazel:0, Hazel Door
extratrees:doors.hickory:0, Hickory Door
extratrees:doors.elm:0, Elm Door
extratrees:doors.elder:0, Elder Door
extratrees:doors.holly:0, Holly Door
extratrees:doors.hornbeam:0, Hornbeam Door
extratrees:doors.cedar:0, Cedar Door
extratrees:doors.olive:0, Olive Door
extratrees:doors.sweetgum:0, Sweetgum Door
extratrees:doors.locust:0, Locust Door
extratrees:doors.pear:0, Pear Door
extratrees:doors.maclura:0, Maclura Door
extratrees:doors.brazilwood:0, Brazilwood Door
extratrees:doors.logwood:0, Logwood Door
extratrees:doors.rosewood:0, Rosewood Door
extratrees:doors.purpleheart:0, Purpleheart Door
extratrees:doors.iroko:0, Iroko Door
extratrees:doors.gingko:0, Gingko Door
extratrees:doors.eucalyptus:0, Eucalyptus Door
extratrees:doors.box:0, Box Door
extratrees:doors.syzgium:0, Syzgium Door
extratrees:doors.pinkivory:0, Pink Ivory Door
extratrees:multifence, tile.null.name
extratrees:leaves.decorative.0:0, Leaves
extratrees:leaves.decorative.0:1, Leaves
extratrees:leaves.decorative.0:2, Leaves
extratrees:leaves.decorative.0:3, Leaves
extratrees:leaves.decorative.0:4, Leaves
extratrees:leaves.decorative.0:5, Leaves
extratrees:leaves.decorative.0:6, Leaves
extratrees:leaves.decorative.0:7, Leaves
extratrees:leaves.decorative.0:8, Leaves
extratrees:leaves.decorative.0:9, Leaves
extratrees:leaves.decorative.0:10, Leaves
extratrees:leaves.decorative.0:11, Leaves
extratrees:leaves.decorative.0:12, Leaves
extratrees:leaves.decorative.0:13, Leaves
extratrees:leaves.decorative.0:14, Leaves
extratrees:leaves.decorative.0:15, Leaves
extratrees:leaves.decorative.1:0, Leaves
extratrees:leaves.decorative.1:1, Leaves
extratrees:leaves.decorative.1:2, Leaves
extratrees:leaves.decorative.1:3, Leaves
extratrees:leaves.decorative.1:4, Leaves
extratrees:leaves.decorative.1:5, Leaves
extratrees:leaves.decorative.1:6, Leaves
extratrees:leaves.decorative.1:7, Leaves
extratrees:leaves.decorative.1:8, Leaves
extratrees:leaves.decorative.1:9, Leaves
extratrees:leaves.decorative.1:10, Leaves
extratrees:leaves.decorative.1:11, Leaves
extratrees:leaves.decorative.1:12, Leaves
extratrees:leaves.decorative.1:13, Leaves
extratrees:leaves.decorative.1:14, Leaves
extratrees:leaves.decorative.1:15, Leaves
extratrees:leaves.decorative.2:0, Leaves
extratrees:leaves.decorative.2:1, Leaves
extratrees:leaves.decorative.2:2, Leaves
extratrees:leaves.decorative.2:3, Leaves
extratrees:leaves.decorative.2:4, Leaves
extratrees:leaves.decorative.2:5, Leaves
extratrees:leaves.decorative.2:6, Leaves
extratrees:leaves.decorative.2:7, Leaves
extratrees:leaves.decorative.2:8, Leaves
extratrees:leaves.decorative.2:9, Leaves
extratrees:leaves.decorative.2:10, Leaves
extratrees:leaves.decorative.2:11, Leaves
extratrees:leaves.decorative.2:12, Leaves
extratrees:leaves.decorative.2:13, Leaves
extratrees:leaves.decorative.2:14, Leaves
extratrees:leaves.decorative.2:15, Leaves
extratrees:leaves.decorative.3:0, Leaves
extratrees:leaves.decorative.3:1, Leaves
extratrees:leaves.decorative.3:2, Leaves
extratrees:leaves.decorative.3:3, Leaves
extratrees:leaves.decorative.3:4, Leaves
extratrees:leaves.decorative.3:5, Leaves
extratrees:leaves.decorative.3:6, Leaves
extratrees:leaves.decorative.3:7, Leaves
extratrees:leaves.decorative.3:8, Leaves
extratrees:leaves.decorative.3:9, Leaves
extratrees:leaves.decorative.3:10, Leaves
extratrees:leaves.decorative.3:11, Leaves
extratrees:leaves.decorative.3:12, Leaves
extratrees:leaves.decorative.3:13, Leaves
extratrees:leaves.decorative.3:14, Leaves
extratrees:leaves.decorative.3:15, Leaves
extratrees:leaves.decorative.4:0, Leaves
extratrees:leaves.decorative.4:1, Leaves
extratrees:leaves.decorative.4:2, Leaves
extratrees:leaves.decorative.4:3, Leaves
extratrees:leaves.decorative.4:4, Leaves
extratrees:leaves.decorative.4:5, Leaves
extratrees:leaves.decorative.4:6, Leaves
extratrees:leaves.decorative.4:7, Leaves
extratrees:leaves.decorative.4:8, Leaves
extratrees:leaves.decorative.4:9, Leaves
extratrees:leaves.decorative.4:10, Leaves
extratrees:leaves.decorative.4:11, Leaves
extratrees:leaves.decorative.4:12, Leaves
extratrees:leaves.decorative.4:13, Leaves
extratrees:leaves.decorative.4:14, Leaves
extratrees:leaves.decorative.4:15, Leaves
extratrees:leaves.decorative.5:0, Leaves
extratrees:leaves.decorative.5:1, Leaves
extratrees:leaves.decorative.5:2, Leaves
extratrees:leaves.decorative.5:3, Leaves
extratrees:leaves.decorative.5:4, Leaves
extratrees:leaves.decorative.5:5, Leaves
extratrees:leaves.decorative.5:6, Leaves
extratrees:leaves.decorative.5:7, Leaves
extratrees:leaves.decorative.5:8, Leaves
extratrees:leaves.decorative.5:9, Leaves
extratrees:leaves.decorative.5:10, Leaves
extratrees:leaves.decorative.5:11, Leaves
extratrees:leaves.decorative.5:12, Leaves
extratrees:leaves.decorative.5:13, Leaves
extratrees:leaves.decorative.5:14, Leaves
extratrees:leaves.decorative.5:15, Leaves
extratrees:leaves.decorative.6:0, Leaves
extratrees:shrub_log:0, Shrub Wood
extratrees:databaselepi, item.databaseLepi.name
extratrees:drink:0, Beer Mug
extratrees:drink:0, Pint Glass
extratrees:drink:0, Snifter Glass
extratrees:drink:0, Flute Glass
extratrees:drink:0, Cocktail Glass
extratrees:drink:0, Cordial Glass
extratrees:drink:0, Collins Glass
extratrees:drink:0, Highball Glass
extratrees:drink:0, Hurricane Glass
extratrees:drink:0, Margarita Glass
extratrees:drink:0, Old Fashioned Glass
extratrees:drink:0, Wine Glass
extratrees:drink:0, Shot Glass
extratrees:drink:0, Sherry Glass
extratrees:drink:0, Coupe Glass
extratrees:drink:0, Wine Glass
extratrees:machine:0, Lumbermill
extratrees:machine:1, Woodworker
extratrees:machine:2, Panelworker
extratrees:machine:4, Fruit Press
extratrees:machine:5, Brewery
extratrees:machine:6, Distillery
extratrees:machine:7, Glassworker
extratrees:carpentry, tile.null.name
extratrees:carpentrypanel, tile.null.name
extratrees:stainedglass, tile.null.name
extratrees:binnie.juice.apple, Apple Juice
extratrees:binnie.juice.apricot, Apricot Juice
extratrees:binnie.juice.banana, Banana Juice
extratrees:binnie.juice.cherry, Cherry Juice
extratrees:binnie.juice.elderberry, Elderberry Juice
extratrees:binnie.juice.lemon, Lemon Juice
extratrees:binnie.juice.lime, Lime Juice
extratrees:binnie.juice.orange, Orange Juice
extratrees:binnie.juice.peach, Peach Juice
extratrees:binnie.juice.plum, Plum Juice
extratrees:binnie.juice.carrot, Carrot Juice
extratrees:binnie.juice.tomato, Tomato Juice
extratrees:binnie.juice.cranberry, Cranberry Juice
extratrees:binnie.juice.grapefruit, Grapefruit Juice
extratrees:binnie.juice.olive, Olive Oil
extratrees:binnie.juice.pineapple, Pineapple Juice
extratrees:binnie.juice.pear, Pear Juice
extratrees:binnie.juice.white.grape, White Grape Juice
extratrees:binnie.juice.red.grape, Red Grape Juice
extratrees:binnie.cider.apple, Cider
extratrees:binnie.wine.apricot, Apricot Wine
extratrees:binnie.wine.banana, Banana Wine
extratrees:binnie.wine.cherry, Cherry Wine
extratrees:binnie.wine.elderberry, Elderberry Wine
extratrees:binnie.cider.peach, Peach Cider
extratrees:binnie.ciderpear, Pear Cider
extratrees:binnie.wine.plum, Plum Wine
extratrees:binnie.wine.carrot, Carrot Wine
extratrees:binnie.wine.white, White Wine
extratrees:binnie.wine.red, Red Wine
extratrees:binnie.wine.sparkling, Sparkling Wine
extratrees:binnie.wine.agave, Agave Wine
extratrees:binnie.fermented.potatoes, Fermented Potatoes
extratrees:binnie.wine.citrus, Citrus Wine
extratrees:binnie.wine.cranberry, Cranberry Wine
extratrees:binnie.wine.pineapple, Pineapple Wine
extratrees:binnie.wine.tomato, Tomato Wine
extratrees:binnie.juice, Fruit Wine
extratrees:binnie.beer.ale, Ale
extratrees:binnie.beer.lager, Lager
extratrees:binnie.beer.wheat, Wheat Beer
extratrees:binnie.beer.rye, Rye Beer
extratrees:binnie.beer.corn, Corn Beer
extratrees:binnie.beer.stout, Stout
extratrees:binnie.mash.grain, Fermented Grain Mash
extratrees:binnie.mash.wheat, Fermented Wheat Mash
extratrees:binnie.mash.rye, Fermented Rye Mash
extratrees:binnie.mash.corn, Fermented Corn Mash
extratrees:binnie.spirit.neutral, Neutral Spirit
extratrees:binnie.vodka, Vodka
extratrees:binnie.rum.white, White Rum
extratrees:binnie.rum.dark, Dark Rum
extratrees:binnie.whiskey, Whiskey
extratrees:binnie.whiskey.corn, Bourbon
extratrees:binnie.whiskey.rye, Rye Whiskey
extratrees:binnie.whiskey.wheat, Wheat Whiskey
extratrees:binnie.wine.fortified, Fortified Wine
extratrees:binnie.tequila, Tequila
extratrees:binnie.brandy.grape, Brandy
extratrees:binnie.brandy.apple, Apple Brandy
extratrees:binnie.brandy.pear, Pear Brandy
extratrees:binnie.brandy.apricot, Apricot Brandy
extratrees:binnie.brandy.plum, Plum Brandy
extratrees:binnie.brandy.cherry, Cherry Brandy
extratrees:binnie.brandy.elderberry, Elderberry Brandy
extratrees:binnie.brandy.citrus, Citrus Brandy
extratrees:binnie.brandy.fruit, Fruit Brandy
extratrees:binnie.spirit.sugarcane, Cachaca
extratrees:binnie.spirit.gin, Gin
extratrees:binnie.liquor.apple, Apple Liquor
extratrees:binnie.liquor.pear, Pear Liquor
extratrees:binnie.liquor.cherry, Cherry Liquor
extratrees:binnie.liquor.elderberry, Elderberry Liquor
extratrees:binnie.liquor.apricot, Apricot Liquor
extratrees:binnie.liquor.fruit, Fruit Liquor
extratrees:binnie.liqueur.almond, Almond Liqueur
extratrees:binnie.liqueur.orange, Orange Liqueur
extratrees:binnie.liqueur.banana, Banana Liqueur
extratrees:binnie.liqueur.chocolate, Chocolate Liqueur
extratrees:binnie.liqueur.mint, Mint Liqueur
extratrees:binnie.liqueur.hazelnut, Hazelnut Liqueur
extratrees:binnie.liqueur.cinnamon, Cinnamon Liqueur
extratrees:binnie.liqueur.coffee, Coffee Liqueur
extratrees:binnie.liqueur.melon, Melon Liqueur
extratrees:binnie.liqueur.anise, Anise Liqueur
extratrees:binnie.liqueur.peach, Peach Liqueur
extratrees:binnie.liqueur.lemon, Lemon Liqueur
extratrees:binnie.liqueur.herbal, Herbal Liqueur
extratrees:binnie.liqueur.cherry, Cherry Liqueur
extratrees:binnie.liqueur.blackcurrant, Blackcurrant Liqueur
extratrees:binnie.liqueur.blackberry, Blackberry Liqueur
extratrees:binnie.liqueur.raspberry, Raspberry Liqueur
opencomputers:adapter:0, Adapter
opencomputers:assembler:0, Electronics Assembler
opencomputers:cable:11250603, Cable
opencomputers:capacitor:0, Capacitor
opencomputers:case1:0, Computer Case (Tier 1)
opencomputers:case3:0, Computer Case (Tier 3)
opencomputers:case2:0, Computer Case (Tier 2)
opencomputers:chameliumblock:0, Block of Chamelium
opencomputers:charger:0, Charger
opencomputers:disassembler:0, Disassembler
opencomputers:diskdrive:0, Disk Drive
opencomputers:geolyzer:0, Geolyzer
opencomputers:hologram1:0, Hologram Projector (Tier 1)
opencomputers:hologram2:0, Hologram Projector (Tier 2)
opencomputers:keyboard:0, Keyboard
opencomputers:motionsensor:0, Motion Sensor
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
railcraft:creosote, Creosote
railcraft:steam, Steam
railcraft:tool_crowbar_iron, Iron Crowbar
railcraft:tool_crowbar_steel, Steel Crowbar
railcraft:tool_axe_steel, Steel Axe
railcraft:tool_hoe_steel, Steel Hoe
railcraft:tool_pickaxe_steel, Steel Pickaxe
railcraft:tool_shears_steel, Steel Shears
railcraft:tool_shovel_steel, Steel Shovel
railcraft:tool_sword_steel, Steel Sword
railcraft:armor_helmet_steel, Steel Helmet
railcraft:armor_chestplate_steel, Steel Chestplate
railcraft:armor_leggings_steel, Steel Leggings
railcraft:armor_boots_steel, Steel Boots
railcraft:tool_magnifying_glass, Magnifying Glass
railcraft:armor_goggles, Trackman's Goggles
railcraft:armor_overalls, Engineer's Overalls
railcraft:tool_notepad, Trackman's Notepad
railcraft:rail:0, Standard Rail
railcraft:rail:1, Advanced Rail
railcraft:rail:2, Wooden Rail
railcraft:rail:3, H.S. Rail
railcraft:rail:4, Reinforced Rail
railcraft:rail:5, Electric Rail
railcraft:tie:0, Wooden Tie
railcraft:tie:1, Stone Tie
railcraft:rebar, Rebar
railcraft:cart_spawner:0, Spawner Cart
railcraft:detector:0, Cart Detector - Item
railcraft:detector:1, Cart Detector - Any
railcraft:detector:2, Cart Detector - Empty
railcraft:detector:3, Cart Detector - Mob
railcraft:detector:4, Cart Detector - Player
railcraft:detector:5, Cart Detector - Animal
